Thana Name,District,Location,Crime Type,Date,Time
Wagha Town,Lahore,"31.483445216764345,74.39249453091662",robbery,16/01/15,17:00:00
Nishtar Town,Lahore,"31.483700911239954,74.36420426988666",robbery,02/01/15,21:30:00
Nishtar Town,Lahore,"31.471602449193682,74.35233885218648",overspeeding,01/01/15,6:20:00
Nishtar Town,Lahore,"31.458921677788187,74.35292889131902",miscellaneous,02/01/15,13:05:00
Nishtar Town,Lahore,"31.452347230911133,74.36254828260505",narcotics,03/01/15,1:20:00
Nishtar Town,Lahore,"31.45104432043316,74.35360644603466",miscellaneous,03/01/15,1:35:00
Nishtar Town,Lahore,"31.486890259939837,74.36158046365405",motorcycletheft,04/01/15,21:55:00
Nishtar Town,Lahore,"31.495602693217307,74.36648969253399",robbery,04/01/15,22:30:00
Nishtar Town,Lahore,"31.494641836828848,74.3583748400067",robbery,07/01/15,18:30:00
Nishtar Town,Lahore,"31.48517988529605,74.36471473270332",narcotics,05/01/15,17:45:00
Nishtar Town,Lahore,"31.4851366824045,74.36469939091202",antinorcoticsact,05/01/15,23:50:00
Nishtar Town,Lahore,"31.483974909120068,74.3643026777537",armsordinanceact,04/01/15,23:55:00
Nishtar Town,Lahore,"31.48400107263165,74.36429351376877",motorcycletheft,04/01/15,13:00:00
Nishtar Town,Lahore,"31.478887781095988,74.36508737250743",miscellaneous,05/01/15,0:45:00
Nishtar Town,Lahore,"31.478844520611407,74.36498913161154",narcotics,08/01/15,0:15:00
Nishtar Town,Lahore,"31.478906819667237,74.35913185969345",outragingthemodestyofwomen,06/01/15,12:00:00
Nishtar Town,Lahore,"31.477150278216644,74.35760409563326",robbery,03/01/15,16:30:00
Nishtar Town,Lahore,"31.471703341933814,74.35233296785886",miscellaneous,07/01/15,18:40:00
Nishtar Town,Lahore,"31.471703341933814,74.35233296785886",armsordinanceact,07/01/15,18:50:00
Nishtar Town,Lahore,"31.471703341933814,74.35233296785886",armsordinanceact,07/01/15,19:05:00
Nishtar Town,Lahore,"31.465018919701528,74.34918377420881",motorcycletheft,03/01/15,14:50:00
Nishtar Town,Lahore,"31.465080158161587,74.35111708799056",outragingthemodestyofwomen,06/01/15,19:00:00
Nishtar Town,Lahore,"31.45874589814044,74.35335256673727",othercrimes,03/01/15,6:15:00
Nishtar Town,Lahore,"31.458744757109226,74.35335662952528",antinorcoticsact,05/01/15,18:15:00
Nishtar Town,Lahore,"31.457376304715893,74.35141212964518",motorcycletheft,05/01/15,20:35:00
Nishtar Town,Lahore,"31.45129032431923,74.35334477265165",motorcycletheft,02/01/15,22:30:00
Nishtar Town,Lahore,"31.449381408684282,74.35388322106826",othercrimes,06/01/15,10:00:00
Nishtar Town,Lahore,"31.45115584428912,74.36010404262173",bulgery,04/01/15,0:30:00
Nishtar Town,Lahore,"31.478677164202285,74.36559916767109",miscellaneous,09/01/15,14:20:00
Nishtar Town,Lahore,"31.478081528638818,74.36634452766012",antinorcoticsact,09/01/15,23:15:00
Nishtar Town,Lahore,"31.484862002395406,74.36444716817205",miscellaneous,09/01/15,14:15:00
Nishtar Town,Lahore,"31.491844652167334,74.3703589754159",miscellaneous,09/01/15,14:00:00
Nishtar Town,Lahore,"31.459164541522597,74.35389407934592",miscellaneous,09/01/15,11:10:00
Nishtar Town,Lahore,"31.455525359985348,74.36780318536645",motorcycletheft,07/01/15,1:30:00
Nishtar Town,Lahore,"31.455532741669575,74.36784686386044",miscellaneous,09/01/15,14:10:00
Nishtar Town,Lahore,"31.452350420112793,74.36257603746216",narcotics,08/01/15,16:50:00
Nishtar Town,Lahore,"31.452374643793647,74.3625902558132",miscellaneous,09/01/15,14:20:00
Nishtar Town,Lahore,"31.43882430172148,74.36021895880016",bulgery,08/01/15,9:00:00
Nishtar Town,Lahore,"31.484086945307954,74.36559188686996",miscellaneous,11/01/15,10:50:00
Nishtar Town,Lahore,"31.48423052235892,74.36516752764436",miscellaneous,10/01/15,17:40:00
Nishtar Town,Lahore,"31.485164593987644,74.36519532804779",miscellaneous,08/01/15,16:00:00
Nishtar Town,Lahore,"31.48506578260795,74.36500836163303",miscellaneous,10/01/15,17:15:00
Nishtar Town,Lahore,"31.47146949281237,74.35218131129251",narcotics,10/01/15,17:20:00
Nishtar Town,Lahore,"31.471386475612164,74.35206596613857",narcotics,10/01/15,17:21:00
Nishtar Town,Lahore,"31.450812248517575,74.35345663435952",robbery,10/01/15,21:30:00
Nishtar Town,Lahore,"31.4732946,74.3550942",miscellaneous,14/01/15,15:00:00
Nishtar Town,Lahore,"31.4732946,74.3550942",miscellaneous,14/01/15,14:45:00
Nishtar Town,Lahore,"31.48629831378171,74.36578869368898",chequedishonour,03/12/15,13:25:00
Nishtar Town,Lahore,"31.48791386819979,74.36739993856797",chequedishonour,29/10/15,13:28:00
Nishtar Town,Lahore,"31.489796109780606,74.3692356946554",chequedishonour,03/03/15,13:31:00
Nishtar Town,Lahore,"31.48980945403906,74.36922438664934",robbery,13/01/15,16:30:00
Nishtar Town,Lahore,"31.48487160473393,74.36575725066137",loudspeakeract,15/01/15,7:30:00
Nishtar Town,Lahore,"31.477125092678808,74.35753081008545",electricityact,08/01/15,15:30:00
Nishtar Town,Lahore,"31.475220092199237,74.35701035275392",miscellaneous,11/01/15,18:00:00
Nishtar Town,Lahore,"31.475117868247057,74.35690165497476",armsordinanceact,11/01/15,18:05:00
Nishtar Town,Lahore,"31.47521099925202,74.35692556227092",armsordinanceact,11/01/15,18:15:00
Nishtar Town,Lahore,"31.460962502095583,74.35102074892815",narcotics,14/01/15,13:20:00
Nishtar Town,Lahore,"31.46115726892595,74.3510342146884",robbery,13/01/15,14:30:00
Nishtar Town,Lahore,"31.45991672560407,74.3513431713476",electricityact,08/01/15,12:00:00
Nishtar Town,Lahore,"31.459041262509945,74.35337386610729",electricityact,12/01/15,14:17:00
Nishtar Town,Lahore,"31.459042340340964,74.35349512896713",pricecontrol,11/01/15,14:20:00
Nishtar Town,Lahore,"31.458445783089424,74.35146688705727",othercrimes,05/01/15,11:30:00
Nishtar Town,Lahore,"31.452180318492285,74.36252098003175",miscellaneous,10/01/15,18:00:00
Nishtar Town,Lahore,"31.45224862868615,74.36253735974944",antinorcoticsact,14/01/15,10:42:00
Nishtar Town,Lahore,"31.44956628980866,74.3559233101418",miscellaneous,11/01/15,10:46:00
Nishtar Town,Lahore,"31.449603100757024,74.35588645349016",motorcycletheft,10/01/15,10:48:00
Nishtar Town,Lahore,"31.449605630377153,74.35587960496352",motorcycletheft,13/01/15,10:49:00
Nishtar Town,Lahore,"31.449753906639298,74.36855023544295",miscellaneous,14/01/15,14:05:00
Nishtar Town,Lahore,"31.449788840872483,74.36851151828286",armsordinanceact,14/01/15,13:55:00
Nishtar Town,Lahore,"31.44978991929608,74.36857613194302",armsordinanceact,14/01/15,14:00:00
Nishtar Town,Lahore,"31.449750099827277,74.36866355776007",motorcycletheft,13/01/15,10:50:00
Nishtar Town,Lahore,"31.456488401336347,74.36589792404516",chequedishonour,24/12/15,10:56:00
Nishtar Town,Lahore,"31.4563982573199,74.36585307586193",othercrimes,07/01/15,10:58:00
Nishtar Town ,Lahore,"31.477540544021167,74.30992923519791",motorcycletheft,01/01/15,9:30:00
Nishtar Town ,Lahore,"31.485769201020958,74.30804470062473",cartheft,02/01/15,8:00:00
Nishtar Town ,Lahore,"31.470549098693535,74.31631433581082",othercrimes,01/01/15,13:45:00
Nishtar Town ,Lahore,"31.467748051375683,74.31672589209111",cartheft,02/01/15,18:00:00
Nishtar Town ,Lahore,"31.470780685819204,74.31746527139963",motorcycletheft,04/01/15,15:00:00
Nishtar Town ,Lahore,"31.483076807976065,74.29805654251275",cartheft,03/01/15,21:30:00
Nishtar Town ,Lahore,"31.478811640471452,74.30969441281921",robbery,05/01/15,0:30:00
Nishtar Town ,Lahore,"31.479515991294726,74.30048136402431",motorcycletheft,04/01/15,18:25:00
Nishtar Town ,Lahore,"31.466422931478846,74.31041139214658",cartheft,03/01/15,12:00:00
Nishtar Town ,Lahore,"31.485861804485324,74.30774368482307",robbery,06/01/15,17:00:00
Nishtar Town ,Lahore,"31.485690948562493,74.3056755866664",miscellaneous,06/01/15,13:40:00
Nishtar Town ,Lahore,"31.485748142413566,74.30534926563307",motorcycletheft,07/01/15,10:05:00
Nishtar Town ,Lahore,"31.476605916863335,74.30977382150571",loudspeakeract,09/01/15,6:25:00
Nishtar Town ,Lahore,"31.474644707679605,74.30221857833827",overspeeding,08/01/15,15:20:00
Nishtar Town ,Lahore,"31.467798321288896,74.30700236366715",miscellaneous,08/01/15,12:20:00
Nishtar Town ,Lahore,"31.479335601209268,74.30781238056949",overspeeding,04/01/15,15:52:00
Nishtar Town ,Lahore,"31.46734245241869,74.30829534341134",kidnapping,07/01/15,13:15:00
Nishtar Town ,Lahore,"31.467079524287815,74.31646251059793",cartheft,09/01/15,21:00:00
Nishtar Town ,Lahore,"31.477890588617534,74.30205929375992",loudspeakeract,10/01/15,16:30:00
Nishtar Town ,Lahore,"31.47909026844515,74.30753261798094",localgovernment,11/01/15,15:29:00
Nishtar Town ,Lahore,"31.475709927417732,74.30557013090142",antinorcoticsact,12/01/15,2:45:00
Nishtar Town ,Lahore,"31.46738601182609,74.30806129543024",localgovernment,11/01/15,12:55:00
Nishtar Town ,Lahore,"31.48074626520642,74.31112509703563",miscellaneous,12/01/15,18:35:00
Nishtar Town ,Lahore,"31.4791223260232,74.3075235280508",overspeeding,11/01/15,16:00:00
Nishtar Town ,Lahore,"31.46735301192516,74.30818334128111",ppc,12/01/15,12:45:00
Nishtar Town ,Lahore,"31.46647431265998,74.31057461662292",cartheft,12/01/15,18:00:00
Nishtar Town ,Lahore,"31.48101235238585,74.30658620403",othercrimes,04/01/15,19:00:00
Nishtar Town ,Lahore,"31.471766429103813,74.30897031727616",motorcycletheft,08/01/15,12:00:00
Nishtar Town ,Lahore,"31.473641193715373,74.30346416391127",motorcycletheft,10/01/15,12:18:00
Nishtar Town ,Lahore,"31.47075514424947,74.30876324507908",miscellaneous,13/01/15,22:15:00
Nishtar Town ,Lahore,"31.4782093,74.3097792",othercrimes,09/01/15,8:00:00
Nishtar Town ,Lahore,"31.47081032202861,74.31728680131444",othercrimes,11/01/15,15:00:00
Nishtar Town ,Lahore,"31.46634930927644,74.31585494175667",antinorcoticsact,15/01/15,1:20:00
Nishtar Town ,Lahore,"31.476547586721885,74.30925852461549",pricecontrol,15/01/15,17:00:00
Nishtar Town ,Lahore,"31.478946725696026,74.30568844877843",pricecontrol,15/01/15,16:00:00
Nishtar Town ,Lahore,"31.476886729432902,74.31308749731927",miscellaneous,15/01/15,14:00:00
Nishtar Town ,Lahore,"31.46941090419551,74.30715097115527",bulgery,16/01/15,12:30:00
Nishtar Town ,Lahore,"31.473234279514276,74.30994540360632",othercrimes,18/01/15,15:00:00
Nishtar Town ,Lahore,"31.469637546899314,74.30815842212338",robbery,16/01/15,12:00:00
Nishtar Town ,Lahore,"31.466252704548666,74.31586349643617",cartheft,16/01/15,17:00:00
Nishtar Town ,Lahore,"31.47048389164079,74.31773290848332",cartheft,18/01/15,13:00:00
Gulberg Town,Lahore,"31.50101740542335,74.33259457991544",pricecontrol,31/12/15,12:00:00
Gulberg Town,Lahore,"31.49785959880171,74.32185564112959",miscellaneous,31/12/15,12:00:00
Gulberg Town,Lahore,"31.512348373294657,74.32845514450798",miscellaneous,01/01/15,0:45:00
Gulberg Town,Lahore,"31.503931168492816,74.33084641473356",overspeeding,02/01/15,15:35:00
Gulberg Town,Lahore,"31.503435487019935,74.32970487111828",miscellaneous,02/01/15,15:35:00
Gulberg Town,Lahore,"31.50236863373031,74.3220550246405",pricecontrol,02/01/15,12:00:00
Gulberg Town,Lahore,"31.501700959934958,74.3232553238845",othercrimes,03/01/15,16:00:00
Gulberg Town,Lahore,"31.5005309695936,74.31759958511711",othercrimes,02/01/15,17:45:00
Gulberg Town,Lahore,"31.502337182852994,74.32928683916766",othercrimes,04/01/15,20:15:00
Gulberg Town,Lahore,"31.50174652490083,74.32385870894738",cartheft,04/01/15,15:30:00
Gulberg Town,Lahore,"31.497795561886207,74.31964897318683",miscellaneous,05/01/15,11:55:00
Gulberg Town,Lahore,"31.49894658696396,74.31788696190242",overspeeding,03/01/15,12:00:00
Gulberg Town,Lahore,"31.51025364466027,74.32565914544887",armsordinanceact,06/01/15,16:15:00
Gulberg Town,Lahore,"31.512287889080515,74.3285240232857",othercrimes,02/01/15,8:00:00
Gulberg Town,Lahore,"31.50314226718833,74.31359332837465",robbery,03/01/15,4:00:00
Gulberg Town,Lahore,"31.50090442640539,74.32091597846791",miscellaneous,08/01/15,11:55:00
Gulberg Town,Lahore,"31.50085616456159,74.32053069494054",motorcycletheft,08/01/15,20:25:00
Gulberg Town,Lahore,"31.501803291135417,74.32383511316098",othercrimes,07/01/15,21:56:00
Gulberg Town,Lahore,"31.495068258735476,74.3150329489807",othercrimes,09/01/15,11:30:00
Gulberg Town,Lahore,"31.506669870354813,74.3302974915037",overspeeding,12/01/15,12:00:00
Gulberg Town,Lahore,"31.499841651934435,74.3169573286462",motorcycletheft,10/01/15,20:00:00
Gulberg Town,Lahore,"31.500705679676674,74.3209753707782",othercrimes,12/01/15,20:00:00
Gulberg Town,Lahore,"31.50010554305661,74.31787560558925",othercrimes,14/01/15,16:00:00
Gulberg Town,Lahore,"31.506490895541727,74.31485382951998",othercrimes,12/01/15,21:00:00
Gulberg Town,Lahore,"31.487241818761692,74.29419298213988",robbery,14/01/15,20:30:00
Gulberg Town,Lahore,"31.505969769556845,74.3187520106567",othercrimes,15/01/15,19:30:00
Gulberg Town,Lahore,"31.501910975074594,74.31799875954444",othercrimes,01/01/15,0:00:00
Gulberg Town,Lahore,"31.500844378143444,74.32047237837358",othercrimes,12/01/15,12:00:00
Gulberg Town,Lahore,"31.510196400084435,74.32657671750195",cartheft,09/01/15,17:00:00
Gulberg Town,Lahore,"31.50083291808918,74.32112939822031",miscellaneous,02/08/15,12:00:00
Cantonment,Lahore,"31.53432037848871,74.34676183281711",attemptedmurder,01/01/15,23:15:00
Cantonment,Lahore,"31.528778256425145,74.34239004469443",miscellaneous,04/01/15,0:00:00
Cantonment,Lahore,"31.528776239764788,74.34236406932811",miscellaneous,01/01/15,18:30:00
Cantonment,Lahore,"31.528852417080675,74.34243462860445",bulgery,06/01/15,17:30:00
Cantonment,Lahore,"31.528800256302834,74.34235616323215",othercrimes,06/01/15,22:30:00
Cantonment,Lahore,"31.52895362473528,74.3422856640455",motorcycletheft,07/01/15,1:00:00
Cantonment,Lahore,"31.526065628582668,74.3490896481975",bulgery,09/01/15,10:00:00
Cantonment,Lahore,"31.52613035329754,74.34911749005501",cartheft,10/01/15,17:00:00
Cantonment,Lahore,"31.527123113700934,74.35022695268479",othercrimes,04/01/15,22:19:00
Cantonment,Lahore,"31.52056890062645,74.3586666457513",miscellaneous,09/01/15,23:30:00
Cantonment,Lahore,"31.5173008117807,74.35987014465253",miscellaneous,02/01/15,14:00:00
Cantonment,Lahore,"31.517295083697114,74.35980121148178",miscellaneous,02/01/15,0:00:00
Cantonment,Lahore,"31.517311143374982,74.3598558923576",miscellaneous,01/01/15,16:30:00
Cantonment,Lahore,"31.515125425964168,74.35835741274927",loudspeakeract,09/01/15,13:30:00
Cantonment,Lahore,"31.509767800904914,74.35792089237823",othercrimes,05/01/15,0:00:00
Cantonment,Lahore,"31.507290486451122,74.35429834036125",fatalaccident,02/01/15,18:20:00
Cantonment,Lahore,"31.512774403096515,74.35392695004009",cartheft,09/01/15,16:00:00
Cantonment,Lahore,"31.512858566980615,74.35394727152806",othercrimes,05/01/15,20:30:00
Cantonment,Lahore,"31.517855468221672,74.35519104231034",bulgery,06/01/15,11:30:00
Cantonment,Lahore,"31.52780059190786,74.36001684945685",localgovernment,10/01/15,18:15:00
Cantonment,Lahore,"31.52789451160754,74.35996399193488",localgovernment,10/01/15,18:20:00
Cantonment,Lahore,"31.53473770833083,74.34526262438868",miscellaneous,08/01/15,20:30:00
Cantonment,Lahore,"31.520966034493984,74.35175162256199",motorcycletheft,10/01/15,19:25:00
Cantonment,Lahore,"31.50899717434415,74.34499830153715",motorcycletheft,13/01/15,20:20:00
Cantonment,Lahore,"31.50754148261658,74.34934989245676",othercrimes,12/01/15,10:47:00
Cantonment,Lahore,"31.509623505884985,74.3430148230043",othercrimes,07/01/15,18:00:00
Cantonment,Lahore,"31.507499589579684,74.3420834788206",othercrimes,13/01/15,10:30:00
Cantonment,Lahore,"31.511047061412263,74.33961114573196",othercrimes,12/01/15,22:45:00
Cantonment,Lahore,"31.527053722669397,74.34340011225156",robbery,13/01/15,17:30:00
Cantonment,Lahore,"31.507680785730923,74.35025079835263",cartheft,14/01/15,14:20:00
Cantonment,Lahore,"31.50735048416461,74.35418351560143",miscellaneous,11/01/15,23:50:00
Cantonment,Lahore,"31.51898278241704,74.35859218529139",othercrimes,15/01/15,15:20:00
Cantonment,Lahore,"31.518415962701024,74.36001614940434",miscellaneous,16/01/15,1:40:00
Cantonment,Lahore,"31.518433165522943,74.35865162245388",miscellaneous,15/01/15,20:45:00
Cantonment,Lahore,"31.51840146727937,74.3587059130199",robbery,14/01/15,20:45:00
Cantonment,Lahore,"31.518405423743822,74.35869405951985",cartheft,16/01/15,2:07:00
Cantonment,Lahore,"31.53112910974764,74.35169477769192",kidnapping,16/01/15,16:45:00
Cantonment,Lahore,"31.530114565824732,74.35120519298286",othercrimes,04/01/15,15:16:00
Cantonment,Lahore,"31.528544264795872,74.34248480124299",othercrimes,15/01/15,15:35:00
Cantonment,Lahore,"31.52821139474782,74.34274210858628",kidnapping,11/01/15,18:20:00
Cantonment,Lahore,"31.56159226089943,74.34892905409134",robbery,11/01/15,23:21:00
Cantonment,Lahore,"31.56330030804897,74.34621496127596",loudspeakeract,11/01/15,20:28:00
Cantonment,Lahore,"31.563334787985646,74.3462976788311",loudspeakeract,11/01/15,16:25:00
Cantonment,Lahore,"31.56329049008434,74.3463760701747",miscellaneous,11/01/15,13:27:00
Cantonment,Lahore,"31.563278045178038,74.34630462787614",kidnappingminors,11/01/15,13:23:00
Cantonment,Lahore,"31.56231074633752,74.34741269861662",bulgery,11/01/15,13:22:00
Cantonment,Lahore,"31.560439771497983,74.34970789051413",loudspeakeract,11/01/15,0:15:00
Cantonment,Lahore,"31.56041006098876,74.349729158194",loudspeakeract,11/01/15,0:15:00
Cantonment,Lahore,"31.560483356566685,74.34973724896908",miscellaneous,10/01/15,20:15:00
Cantonment,Lahore,"31.56042923823381,74.34982514057383",loudspeakeract,10/01/15,12:14:00
Cantonment,Lahore,"31.560264356522826,74.34969752930861",loudspeakeract,10/01/15,12:11:00
Cantonment,Lahore,"31.560616464352464,74.3486096098454",othercrimes,09/01/15,9:46:00
Cantonment,Lahore,"31.560616464352464,74.3486096098454",miscellaneous,09/01/15,5:05:00
Cantonment,Lahore,"31.561150499719023,74.34891853701777",miscellaneous,09/01/15,13:57:00
Cantonment,Lahore,"31.560616464352464,74.3486096098454",miscellaneous,09/01/15,12:44:00
Cantonment,Lahore,"31.561492826590797,74.34923175776787",miscellaneous,09/01/15,0:56:00
Cantonment,Lahore,"31.561012701834798,74.34897396092279",miscellaneous,09/01/15,13:59:00
Cantonment,Lahore,"31.560691587208797,74.34878327951095",miscellaneous,08/01/15,8:39:00
Cantonment,Lahore,"31.560691587208797,74.34878327951095",motorcycletheft,08/01/15,19:40:00
Cantonment,Lahore,"31.56012470753629,74.35154923387273",miscellaneous,06/01/15,9:15:00
Cantonment,Lahore,"31.560759682827594,74.34924755059677",armsordinanceact,04/01/15,18:52:00
Cantonment,Lahore,"31.560833806432285,74.3493336396592",armsordinanceact,04/01/15,18:51:00
Cantonment,Lahore,"31.560797926479157,74.34932752258999",miscellaneous,04/01/15,17:49:00
Cantonment,Lahore,"31.560679564005255,74.3494510190896",othercrimes,02/01/15,21:47:00
Cantonment,Lahore,"31.55890363334453,74.35147559420338",antinorcoticsact,15/01/15,12:10:00
Cantonment,Lahore,"31.558967142566235,74.35157626829309",miscellaneous,14/01/15,12:20:00
Cantonment,Lahore,"31.55894464174669,74.35164015604781",miscellaneous,14/01/15,12:19:00
Cantonment,Lahore,"31.558913434325973,74.35151230068213",motorcycletheft,14/01/15,12:18:00
Cantonment,Lahore,"31.558857153001366,74.35153191803614",bulgery,12/01/15,12:16:00
Wagha Town,Lahore,"31.569221234405195,74.41730922707637",antinorcoticsact,01/01/15,0:30:00
Wagha Town,Lahore,"31.559491148799673,74.39882637246612",outragingthemodestyofwomen,02/01/15,0:01:00
Wagha Town,Lahore,"31.562010595321674,74.40936410330292",murder,02/01/15,0:01:00
Wagha Town,Lahore,"31.56536618373874,74.40013795465819",narcotics,05/01/15,21:40:00
Wagha Town,Lahore,"31.568901571598307,74.41714724339548",motorcycletheft,05/01/15,20:00:00
Wagha Town,Lahore,"31.558674387460375,74.40490889263599",outragingthemodestyofwomen,07/01/15,1:00:00
Wagha Town,Lahore,"31.555068255589767,74.40086139180265",bulgery,02/01/15,12:01:00
Wagha Town,Lahore,"31.554968665986255,74.4009001056901",miscellaneous,04/01/15,20:30:00
Wagha Town,Lahore,"31.557021200036143,74.40112655379747",robbery,06/01/15,2:00:00
